user_id,product_id,action,rating,timestamp
U01724,P02422,add_to_cart,,2025-09-20 04:29:10
U00334,P03679,view,,2025-09-20 04:29:10
U00271,P03173,purchase,4.2,2025-09-20 04:32:10
U00005,P04410,click,,2025-09-20 05:50:10
U01260,P00614,view,,2025-09-20 06:17:10
U00957,P04001,click,,2025-09-20 06:20:10
U01637,P01160,add_to_cart,,2025-09-20 06:30:10
U00277,P04879,add_to_cart,,2025-09-20 06:33:10
U01150,P01829,click,,2025-09-20 06:54:10
U00454,P02516,add_to_cart,,2025-09-20 07:23:10
U01466,P03711,view,,2025-09-20 08:22:10
U01131,P01218,add_to_cart,,2025-09-20 08:42:10
U00440,P04016,view,,2025-09-20 08:56:10
U00716,P00255,view,,2025-09-20 09:10:10
U01054,P01460,add_to_cart,,2025-09-20 09:11:10
U01779,P04240,add_to_cart,,2025-09-20 09:27:10
U01507,P03321,view,,2025-09-20 09:31:10
U00442,P03139,purchase,,2025-09-20 09:32:10
U01711,P04426,view,,2025-09-20 09:34:10
U01302,P03365,add_to_cart,,2025-09-20 09:53:10
U01377,P04653,click,,2025-09-20 10:36:10
U00898,P00692,click,,2025-09-20 10:40:10
U01646,P01460,add_to_cart,,2025-09-20 10:55:10
U01229,P03675,view,,2025-09-20 11:19:10
U01981,P04879,view,,2025-09-20 12:04:10
U01146,P00741,view,,2025-09-20 12:33:10
U00224,P01137,purchase,2.9,2025-09-20 12:51:10
U01251,P04185,click,,2025-09-20 12:53:10
U01141,P03632,view,,2025-09-20 13:17:10
U01644,P03328,view,,2025-09-20 13:25:10
U01757,P03501,view,,2025-09-20 13:38:10
U00224,P00311,add_to_cart,,2025-09-20 13:43:10
U00505,P02114,view,,2025-09-20 13:48:10
U00953,P04454,view,,2025-09-20 14:02:10
U01569,P04211,purchase,4.2,2025-09-20 14:25:10
U00426,P00161,view,,2025-09-20 14:40:10
U01362,P01963,click,,2025-09-20 14:57:10
U01131,P04936,click,,2025-09-20 14:57:10
U01510,P01651,click,,2025-09-20 15:03:10
U00596,P03969,click,,2025-09-20 15:08:10
U01227,P01467,click,,2025-09-20 15:15:10
U01576,P04367,add_to_cart,,2025-09-20 15:28:10
U00254,P02583,click,,2025-09-20 15:28:10
U01650,P00728,click,,2025-09-20 15:30:10
U00595,P04227,purchase,,2025-09-20 15:35:10
U00208,P01920,view,,2025-09-20 23:09:10
U01980,P01472,click,,2025-09-21 08:34:10
U00810,P01875,click,,2025-09-21 13:34:10
U01350,P03549,view,,2025-09-21 18:53:10
U00973,P02036,click,,2025-09-21 22:15:10
U01009,P00961,click,,2025-09-22 03:42:10
U00097,P01268,purchase,4.4,2025-09-22 05:28:10
U01806,P02035,click,,2025-09-22 05:57:10
U00938,P01893,view,,2025-09-23 04:59:10
U01020,P03090,view,,2025-09-23 07:23:10
U01493,P00977,view,,2025-09-23 07:43:10
U01286,P03478,click,,2025-09-23 08:02:10
U00818,P00383,purchase,4.5,2025-09-23 13:50:10
U01199,P00780,view,,2025-09-23 14:30:10
U01952,P03937,click,,2025-09-23 17:21:10
U00009,P03241,add_to_cart,,2025-09-23 22:10:10
U00062,P02277,view,,2025-09-24 14:12:10
U00985,P01064,add_to_cart,,2025-09-25 08:33:10
U01817,P00776,view,,2025-09-25 13:52:10
U00943,P01539,view,,2025-09-25 18:44:10
U01380,P04202,view,,2025-09-25 19:24:10
U00289,P02766,add_to_cart,,2025-09-26 11:19:10
U00802,P04762,view,,2025-09-26 17:05:10
U01630,P00703,click,,2025-09-26 19:54:10
U01720,P03433,purchase,,2025-09-27 04:24:10
U01181,P04922,view,,2025-09-27 04:38:10
U01761,P01818,click,,2025-09-27 09:02:10
U01211,P02934,view,,2025-09-27 11:43:10
U00986,P00658,add_to_cart,,2025-09-27 23:22:10
U00185,P04374,add_to_cart,,2025-09-28 04:40:10
U00984,P04970,view,,2025-09-28 14:05:10
U01812,P00563,view,,2025-09-28 19:59:10
U01281,P01653,click,,2025-09-28 20:08:10
U00508,P00555,view,,2025-09-29 00:31:10
U01945,P00375,view,,2025-09-29 01:37:10
U00907,P02987,click,,2025-09-29 02:18:10
U01633,P03972,view,,2025-09-29 10:54:10
U00316,P01947,view,,2025-09-29 11:23:10
U00593,P04854,view,,2025-09-29 18:29:10
U00700,P01441,add_to_cart,,2025-09-30 01:46:10
U00150,P00464,view,,2025-09-30 04:47:10
U01748,P04834,click,,2025-09-30 06:15:10
U01797,P00822,purchase,4.4,2025-09-30 11:42:10
U01449,P04412,view,,2025-09-30 12:07:10
U01832,P02843,purchase,3.3,2025-09-30 12:53:10
U01868,P04220,click,,2025-09-30 20:25:10
U00569,P01565,view,,2025-09-30 21:35:10
U00646,P02029,click,,2025-10-01 17:32:10
U00584,P00953,view,,2025-10-01 17:33:10
U00853,P00290,purchase,2.6,2025-10-02 06:29:10
U00486,P00775,view,,2025-10-02 07:55:10
U00351,P04653,add_to_cart,,2025-10-02 12:03:10
U01986,P03370,click,,2025-10-02 12:37:10
U01316,P04834,view,,2025-10-02 17:41:10
U01652,P02845,click,,2025-10-02 23:22:10
U01577,P04941,view,,2025-10-02 23:54:10
U00576,P00596,purchase,,2025-10-03 07:55:10
U00675,P03223,click,,2025-10-03 12:15:10
U01745,P02490,view,,2025-10-03 19:33:10
U00428,P02003,click,,2025-10-03 23:14:10
U00416,P02396,click,,2025-10-04 00:28:10
U01206,P04821,view,,2025-10-04 03:18:10
U00007,P02351,view,,2025-10-04 06:58:10
U00959,P00916,view,,2025-10-04 07:58:10
U00930,P00925,click,,2025-10-04 08:36:10
U00463,P01127,view,,2025-10-04 11:55:10
U00543,P04534,click,,2025-10-04 12:34:10
U01207,P02197,view,,2025-10-04 16:24:10
U01069,P02344,view,,2025-10-04 22:54:10
U00324,P04524,view,,2025-10-05 06:41:10
U01514,P04806,view,,2025-10-05 09:41:10
U01536,P01995,view,,2025-10-05 10:56:10
U00741,P04944,view,,2025-10-05 12:16:10
U01400,P01337,click,,2025-10-05 12:51:10
U01127,P04974,view,,2025-10-05 16:40:10
U00991,P01590,view,,2025-10-05 18:46:10
U01363,P00476,view,,2025-10-05 21:57:10
U01995,P02810,click,,2025-10-06 04:14:10
U00290,P00883,view,,2025-10-06 10:55:10
U01137,P02445,click,,2025-10-06 14:54:10
U00752,P01775,view,,2025-10-06 15:38:10
U01499,P02779,view,,2025-10-06 16:14:10
U01790,P04282,view,,2025-10-06 16:36:10
U01872,P01202,view,,2025-10-06 16:43:10
U00907,P03739,click,,2025-10-06 20:21:10
U01062,P04175,view,,2025-10-06 20:50:10
U01830,P02099,view,,2025-10-06 21:42:10
U00400,P01338,view,,2025-10-06 21:45:10
U01398,P02124,view,,2025-10-06 22:44:10
U00485,P04988,click,,2025-10-07 13:12:10
U01766,P01832,purchase,,2025-10-07 17:38:10
U01773,P04553,view,,2025-10-07 18:59:10
U00226,P02953,view,,2025-10-07 19:14:10
U00273,P03941,view,,2025-10-07 23:40:10
U00633,P02067,view,,2025-10-08 04:58:10
U00749,P03385,view,,2025-10-08 08:02:10
U01890,P01948,purchase,3.1,2025-10-08 11:28:10
U01457,P02996,click,,2025-10-08 14:45:10
U01764,P03564,view,,2025-10-08 14:57:10
U00747,P02262,click,,2025-10-08 15:15:10
U00850,P02193,view,,2025-10-08 23:29:10
U01210,P01572,view,,2025-10-08 23:37:10
U00630,P00174,view,,2025-10-09 07:02:10
U00108,P01761,view,,2025-10-09 11:13:10
U00988,P03379,purchase,,2025-10-09 13:07:10
U00691,P00378,view,,2025-10-09 15:10:10
U01223,P00295,view,,2025-10-09 18:17:10
U01964,P04349,view,,2025-10-09 22:53:10
U01598,P01939,add_to_cart,,2025-10-10 04:21:10
U00053,P02077,view,,2025-10-10 05:09:10
U00124,P00780,view,,2025-10-10 08:36:10
U01074,P02891,click,,2025-10-10 13:23:10
U00295,P02513,view,,2025-10-10 14:35:10
U00337,P02231,view,,2025-10-11 09:32:10
U00608,P04203,view,,2025-10-11 10:25:10
U01664,P04700,click,,2025-10-11 12:03:10
U01273,P04947,view,,2025-10-11 23:38:10
U00295,P02778,click,,2025-10-12 01:38:10
U01942,P03592,view,,2025-10-12 02:39:10
U00061,P02744,view,,2025-10-12 03:27:10
U01044,P03247,purchase,,2025-10-12 06:44:10
U01345,P00906,view,,2025-10-12 22:48:10
U00226,P00284,view,,2025-10-13 03:24:10
U00443,P02874,purchase,4.4,2025-10-13 08:06:10
U01800,P02398,view,,2025-10-13 09:31:10
U00319,P04181,purchase,,2025-10-13 11:26:10
U01801,P02632,click,,2025-10-13 13:53:10
U00210,P00406,click,,2025-10-13 15:16:10
U01602,P01504,add_to_cart,,2025-10-13 23:19:10
U00237,P04221,add_to_cart,,2025-10-13 23:49:10
U01943,P02343,purchase,,2025-10-14 04:34:10
U00199,P01552,view,,2025-10-14 10:54:10
U00686,P04128,purchase,5.0,2025-10-14 14:25:10
U01127,P01011,view,,2025-10-14 14:52:10
U00826,P01815,view,,2025-10-14 23:43:10
U00311,P02096,view,,2025-10-15 00:36:10
U01163,P04054,purchase,4.2,2025-10-15 00:55:10
U00127,P00933,purchase,3.7,2025-10-15 01:04:10
U00496,P04646,view,,2025-10-15 01:04:10
U01313,P01913,view,,2025-10-15 06:44:10
U00095,P00965,add_to_cart,,2025-10-15 08:06:10
U01381,P03514,view,,2025-10-15 12:42:10
U01542,P04245,view,,2025-10-15 13:21:10
U00063,P04820,purchase,4.2,2025-10-15 15:48:10
U00415,P00145,view,,2025-10-15 16:06:10
U01887,P03819,purchase,,2025-10-15 17:05:10
U00944,P04036,view,,2025-10-15 21:15:10
U00619,P02638,view,,2025-10-16 01:18:10
U00424,P00087,click,,2025-10-16 02:03:10
U01944,P01131,view,,2025-10-16 05:34:10
U01705,P02280,view,,2025-10-16 09:51:10
U00294,P04984,view,,2025-10-16 11:50:10
U00808,P03004,view,,2025-10-16 12:53:10
U01460,P01773,click,,2025-10-16 13:14:10
U00508,P01902,click,,2025-10-16 14:51:10
U01213,P01162,view,,2025-10-16 17:49:10
U00371,P00681,add_to_cart,,2025-10-17 02:18:10
U01789,P00199,view,,2025-10-17 02:33:10
U01289,P02680,view,,2025-10-17 03:28:10
U01755,P00053,purchase,4.8,2025-10-17 06:37:10
U00146,P04535,view,,2025-10-17 07:43:10
U01230,P00318,view,,2025-10-17 08:07:10
U00416,P03622,click,,2025-10-17 08:17:10
U00535,P01501,purchase,5.0,2025-10-17 08:27:10
U00747,P01423,purchase,3.9,2025-10-17 11:57:10
U00140,P01338,view,,2025-10-17 14:33:10
U01902,P02580,add_to_cart,,2025-10-17 15:01:10
U00161,P03667,view,,2025-10-17 16:45:10
U00521,P01077,purchase,5.0,2025-10-17 18:37:10
U00562,P04640,click,,2025-10-17 20:11:10
U01697,P00944,add_to_cart,,2025-10-17 20:40:10
U00691,P04122,view,,2025-10-17 21:39:10
U01173,P01220,click,,2025-10-17 21:51:10
U01821,P04544,view,,2025-10-17 22:31:10
U00788,P01592,click,,2025-10-17 23:05:10
U00574,P02361,click,,2025-10-18 01:50:10
U00404,P00521,add_to_cart,,2025-10-18 04:39:10
U00432,P04717,click,,2025-10-18 09:42:10
U00119,P04391,click,,2025-10-18 10:25:10
U01136,P00078,view,,2025-10-18 11:25:10
U01064,P03255,view,,2025-10-18 15:39:10
U00602,P00482,purchase,,2025-10-18 16:20:10
U01317,P04361,add_to_cart,,2025-10-18 17:05:10
U00936,P00478,view,,2025-10-18 21:35:10
U00184,P03759,view,,2025-10-18 22:49:10
U00666,P04765,view,,2025-10-19 00:09:10
U00065,P01761,add_to_cart,,2025-10-19 02:53:10
U01146,P00441,purchase,,2025-10-19 05:29:10
U00491,P03627,click,,2025-10-19 09:48:10
U01134,P03758,click,,2025-10-19 12:17:10
U01745,P03446,add_to_cart,,2025-10-19 12:35:10
U01367,P04103,view,,2025-10-19 14:38:10
U01997,P03649,add_to_cart,,2025-10-19 14:50:10
U00917,P02609,click,,2025-10-19 15:09:10
U00196,P03933,view,,2025-10-19 15:19:10
U01564,P02507,view,,2025-10-19 17:56:10
U01309,P00208,view,,2025-10-19 20:39:10
U01179,P01092,view,,2025-10-19 20:54:10
U01866,P04022,view,,2025-10-19 23:55:10
U01847,P03853,view,,2025-10-20 00:28:10
U01442,P04521,view,,2025-10-20 00:56:10
U01536,P03556,click,,2025-10-20 02:12:10
U00431,P04087,add_to_cart,,2025-10-20 03:09:10
U00207,P00036,click,,2025-10-20 03:10:10
U00319,P03802,click,,2025-10-20 06:47:10
U01385,P03571,view,,2025-10-20 06:48:10
U01032,P03868,view,,2025-10-20 09:50:10
U00951,P01764,click,,2025-10-20 10:56:10
U00741,P02261,view,,2025-10-20 11:46:10
U00174,P00071,click,,2025-10-20 13:24:10
U00942,P04111,view,,2025-10-20 15:32:10
U00447,P00782,purchase,,2025-10-20 18:33:10
U01583,P00900,view,,2025-10-20 22:30:10
U00974,P01172,view,,2025-10-21 00:26:10
U01028,P02404,view,,2025-10-21 00:40:10
U00157,P04954,add_to_cart,,2025-10-21 03:48:10
U01991,P04279,view,,2025-10-21 05:42:10
U00090,P01076,purchase,,2025-10-21 08:16:10
U00509,P00543,click,,2025-10-21 11:15:10
U01911,P03348,view,,2025-10-21 11:48:10
U00269,P04939,click,,2025-10-21 13:07:10
U01309,P04003,view,,2025-10-21 14:30:10
U00305,P03978,view,,2025-10-21 20:56:10
U00822,P04449,view,,2025-10-21 22:16:10
U00850,P03812,click,,2025-10-22 01:17:10
U00386,P00016,view,,2025-10-22 03:25:10
U01169,P01424,view,,2025-10-22 04:32:10
U00736,P03312,view,,2025-10-22 05:43:10
U01913,P01940,add_to_cart,,2025-10-22 08:18:10
U00879,P01319,view,,2025-10-22 11:14:10
U01397,P04721,view,,2025-10-22 12:51:10
U00131,P00869,view,,2025-10-22 16:01:10
U01302,P04913,purchase,,2025-10-22 18:13:10
U01631,P03328,click,,2025-10-22 18:27:10
U01929,P03980,view,,2025-10-22 19:50:10
U00241,P01808,view,,2025-10-22 20:35:10
U00890,P04580,view,,2025-10-22 21:52:10
U00977,P04444,view,,2025-10-22 22:58:10
U00642,P03571,view,,2025-10-23 02:50:10
U00344,P03265,view,,2025-10-23 07:52:10
U00151,P01662,view,,2025-10-23 10:52:10
U00784,P03615,click,,2025-10-23 11:10:10
U00397,P00731,add_to_cart,,2025-10-23 11:41:10
U00819,P04942,click,,2025-10-23 12:29:10
U00819,P04597,view,,2025-10-23 13:48:10
U01973,P01387,view,,2025-10-23 16:02:10
U01598,P02081,view,,2025-10-23 17:07:10
U01729,P03315,view,,2025-10-23 17:54:10
U00395,P00464,view,,2025-10-23 19:05:10
U01391,P03706,purchase,2.8,2025-10-23 22:06:10
U01640,P00979,click,,2025-10-23 22:36:10
U01493,P02292,purchase,2.9,2025-10-24 02:59:10
U01863,P00162,add_to_cart,,2025-10-24 03:23:10
U00023,P03135,click,,2025-10-24 05:25:10
U01592,P03763,click,,2025-10-24 07:09:10
U00966,P01857,view,,2025-10-24 08:25:10
U01889,P03980,view,,2025-10-24 11:09:10
U00381,P02852,view,,2025-10-24 11:14:10
U01366,P04114,click,,2025-10-24 13:59:10
U00688,P01402,click,,2025-10-24 21:57:10
U00793,P04322,view,,2025-10-24 22:08:10
U01877,P04860,view,,2025-10-25 01:21:10
U00773,P03340,purchase,4.9,2025-10-25 03:50:10
U00315,P04898,click,,2025-10-25 04:15:10
U01788,P03862,view,,2025-10-25 04:55:10
U00547,P04397,view,,2025-10-25 05:12:10
U00945,P03229,click,,2025-10-25 06:35:10
U01107,P01666,view,,2025-10-25 10:40:10
U00808,P04561,view,,2025-10-25 11:59:10
U01186,P02444,purchase,,2025-10-25 14:04:10
U01490,P02327,click,,2025-10-25 16:47:10
U00636,P02956,click,,2025-10-25 17:20:10
U01825,P00033,click,,2025-10-25 17:33:10
U00705,P03061,view,,2025-10-25 19:16:10
U00743,P04102,view,,2025-10-26 00:58:10
U00910,P02316,view,,2025-10-26 04:37:10
U01791,P00674,click,,2025-10-26 04:45:10
U01319,P03793,click,,2025-10-26 06:33:10
U00910,P03229,view,,2025-10-26 06:45:10
U00326,P04065,view,,2025-10-26 09:43:10
U00675,P01302,view,,2025-10-26 11:04:10
U00841,P01585,purchase,3.8,2025-10-26 13:44:10
U00587,P01669,add_to_cart,,2025-10-26 16:13:10
U00212,P03706,click,,2025-10-26 18:02:10
U01054,P00989,view,,2025-10-26 18:31:10
U01295,P02345,view,,2025-10-26 20:35:10
U00510,P04636,view,,2025-10-26 22:02:10
U01253,P03133,click,,2025-10-27 00:07:10
U01150,P03646,view,,2025-10-27 00:57:10
U00875,P02060,view,,2025-10-27 01:45:10
U00618,P01527,purchase,,2025-10-27 02:35:10
U00669,P03523,click,,2025-10-27 03:28:10
U01841,P03363,view,,2025-10-27 04:18:10
U00368,P02695,view,,2025-10-27 05:04:10
U00432,P00436,view,,2025-10-27 05:23:10
U01143,P03454,view,,2025-10-27 06:20:10
U00374,P01441,add_to_cart,,2025-10-27 07:28:10
U00428,P02419,view,,2025-10-27 08:49:10
U01364,P03046,view,,2025-10-27 13:27:10
U01122,P01316,click,,2025-10-27 15:58:10
U01922,P03421,add_to_cart,,2025-10-27 19:20:10
U01494,P03492,view,,2025-10-27 19:41:10
U01378,P02047,click,,2025-10-27 19:51:10
U00224,P01992,click,,2025-10-27 20:44:10
U00178,P04441,view,,2025-10-28 01:25:10
U01308,P02488,view,,2025-10-28 05:56:10
U00071,P00822,view,,2025-10-28 06:01:10
U00081,P03504,view,,2025-10-28 06:50:10
U01393,P02542,view,,2025-10-28 08:33:10
U01824,P02739,click,,2025-10-28 08:54:10
U01417,P03403,click,,2025-10-28 09:29:10
U00526,P01441,view,,2025-10-28 10:00:10
U01028,P03286,purchase,3.9,2025-10-28 11:42:10
U01527,P01295,view,,2025-10-28 11:58:10
U00003,P03114,view,,2025-10-28 13:01:10
U01970,P00186,view,,2025-10-28 14:21:10
U01758,P03887,purchase,3.9,2025-10-28 15:38:10
U00949,P01064,click,,2025-10-28 16:43:10
U01404,P00134,click,,2025-10-28 21:53:10
U01713,P02760,click,,2025-10-28 21:55:10
U01932,P00216,view,,2025-10-28 22:20:10
U01067,P03235,view,,2025-10-29 00:49:10
U00510,P02833,add_to_cart,,2025-10-29 02:49:10
U01163,P02986,purchase,4.6,2025-10-29 03:28:10
U00660,P04250,purchase,3.6,2025-10-29 10:20:10
U01971,P03634,purchase,2.9,2025-10-29 10:51:10
U01885,P04768,view,,2025-10-29 12:15:10
U01322,P00249,view,,2025-10-29 14:05:10
U00493,P04129,view,,2025-10-29 16:30:10
U01467,P02980,click,,2025-10-29 17:20:10
U00736,P04860,add_to_cart,,2025-10-29 19:18:10
U01896,P00760,view,,2025-10-30 00:55:10
U00539,P00865,view,,2025-10-30 01:13:10
U01857,P00483,purchase,,2025-10-30 01:26:10
U01781,P03546,view,,2025-10-30 01:27:10
U00697,P04074,view,,2025-10-30 03:12:10
U01194,P03629,purchase,4.7,2025-10-30 06:33:10
U01501,P02502,view,,2025-10-30 10:51:10
U01428,P03916,purchase,4.7,2025-10-30 12:01:10
U00026,P03493,view,,2025-10-30 12:32:10
U01624,P04404,view,,2025-10-30 15:01:10
U00363,P04111,view,,2025-10-30 15:51:10
U00574,P03883,view,,2025-10-30 21:35:10
U00580,P00428,view,,2025-10-30 21:51:10
U01842,P02154,view,,2025-10-31 05:41:10
U01936,P00211,click,,2025-10-31 06:08:10
U00080,P00908,add_to_cart,,2025-10-31 07:23:10
U00952,P02559,view,,2025-10-31 07:42:10
U01872,P00079,view,,2025-10-31 10:34:10
U00687,P02167,view,,2025-10-31 13:05:10
U01153,P04051,click,,2025-10-31 13:13:10
U01588,P04476,view,,2025-10-31 13:47:10
U00918,P00367,purchase,,2025-10-31 14:59:10
U01654,P04893,view,,2025-10-31 21:57:10
U01406,P04352,view,,2025-10-31 23:18:10
U01735,P00288,view,,2025-10-31 23:55:10
U00080,P00173,view,,2025-11-01 00:25:10
U00310,P01198,view,,2025-11-01 01:31:10
U01358,P03037,add_to_cart,,2025-11-01 03:28:10
U00327,P03890,view,,2025-11-01 04:01:10
U00880,P01015,purchase,,2025-11-01 04:22:10
U01144,P01460,view,,2025-11-01 05:11:10
U01450,P03543,click,,2025-11-01 06:03:10
U01625,P02796,purchase,3.7,2025-11-01 06:23:10
U01337,P02169,click,,2025-11-01 07:49:10
U01843,P02455,view,,2025-11-01 08:44:10
U00472,P00543,view,,2025-11-01 10:02:10
U00346,P01297,click,,2025-11-01 11:27:10
U00938,P00549,click,,2025-11-01 12:02:10
U01121,P02859,purchase,,2025-11-01 13:32:10
U01105,P02446,click,,2025-11-01 14:16:10
U01839,P00926,view,,2025-11-01 15:09:10
U00544,P02761,view,,2025-11-01 18:58:10
U00781,P04260,click,,2025-11-01 19:02:10
U00886,P03943,view,,2025-11-01 19:35:10
U01883,P04000,purchase,3.7,2025-11-01 21:46:10
U00769,P03611,add_to_cart,,2025-11-01 22:21:10
U00236,P04127,purchase,4.7,2025-11-01 22:27:10
U01529,P02505,add_to_cart,,2025-11-01 23:12:10
U01482,P02241,add_to_cart,,2025-11-01 23:18:10
U00354,P02877,purchase,,2025-11-02 00:16:10
U01562,P02940,view,,2025-11-02 00:28:10
U01783,P02164,view,,2025-11-02 00:30:10
U00018,P00068,add_to_cart,,2025-11-02 03:05:10
U00230,P03987,view,,2025-11-02 05:22:10
U01299,P00963,add_to_cart,,2025-11-02 06:14:10
U00064,P00745,view,,2025-11-02 07:22:10
U00206,P00380,view,,2025-11-02 08:10:10
U00107,P02623,add_to_cart,,2025-11-02 09:11:10
U00396,P04050,view,,2025-11-02 10:09:10
U01370,P01427,view,,2025-11-02 10:48:10
U01248,P02817,view,,2025-11-02 11:21:10
U01383,P01539,add_to_cart,,2025-11-02 14:03:10
U01345,P01532,view,,2025-11-02 14:53:10
U01819,P02534,view,,2025-11-02 16:11:10
U00290,P04789,view,,2025-11-02 16:28:10
U01719,P03677,add_to_cart,,2025-11-02 20:06:10
U00081,P03848,view,,2025-11-02 20:09:10
U01238,P03669,view,,2025-11-02 20:26:10
U00872,P01428,click,,2025-11-02 21:22:10
U01990,P03337,click,,2025-11-02 21:25:10
U00211,P04294,view,,2025-11-02 21:32:10
U00020,P04599,view,,2025-11-03 02:46:10
U01244,P02874,view,,2025-11-03 06:19:10
U00794,P04081,view,,2025-11-03 07:59:10
U00325,P01783,purchase,,2025-11-03 08:47:10
U00774,P04888,add_to_cart,,2025-11-03 10:51:10
U00024,P02835,view,,2025-11-03 11:07:10
U00142,P04028,view,,2025-11-03 12:48:10
U01875,P02423,add_to_cart,,2025-11-03 13:28:10
U01655,P00274,click,,2025-11-03 14:07:10
U01098,P04593,view,,2025-11-03 16:33:10
U01075,P03849,click,,2025-11-03 17:12:10
U01583,P00227,purchase,4.8,2025-11-03 20:23:10
U01030,P02513,click,,2025-11-03 23:20:10
U01410,P00652,view,,2025-11-04 01:02:10
U00504,P00930,click,,2025-11-04 01:58:10
U00785,P02823,click,,2025-11-04 02:07:10
U01885,P04396,add_to_cart,,2025-11-04 05:07:10
U00889,P04993,view,,2025-11-04 08:38:10
U00871,P02192,click,,2025-11-04 08:54:10
U00218,P02341,view,,2025-11-04 09:37:10
U00218,P02377,click,,2025-11-04 11:58:10
U01478,P00457,add_to_cart,,2025-11-04 12:26:10
U01402,P00830,add_to_cart,,2025-11-04 15:59:10
U00700,P04441,add_to_cart,,2025-11-04 19:44:10
U01651,P03037,view,,2025-11-04 20:53:10
U01636,P04748,view,,2025-11-04 21:07:10
U00814,P04568,view,,2025-11-05 01:01:10
U01017,P00864,add_to_cart,,2025-11-05 01:03:10
U00707,P02501,click,,2025-11-05 02:22:10
U01904,P04567,add_to_cart,,2025-11-05 04:06:10
U01763,P03747,click,,2025-11-05 04:25:10
U00673,P04628,view,,2025-11-05 04:26:10
U00048,P03491,add_to_cart,,2025-11-05 06:59:10
U01348,P02886,view,,2025-11-05 07:47:10
U01635,P04154,click,,2025-11-05 08:41:10
U00577,P04348,click,,2025-11-05 08:43:10
U01035,P04697,click,,2025-11-05 09:02:10
U01072,P03076,click,,2025-11-05 09:21:10
U01683,P03983,click,,2025-11-05 09:55:10
U00697,P02340,purchase,4.0,2025-11-05 10:20:10
U01137,P03718,view,,2025-11-05 10:36:10
U00229,P02803,click,,2025-11-05 10:48:10
U00332,P04266,view,,2025-11-05 12:23:10
U00650,P02017,click,,2025-11-05 16:36:10
