product_id,name,category,brand,price,rating,description,category_encoded,brand_encoded,product_idx,log_price,price_normalized,rating_normalized,unique_users,total_interactions,avg_user_rating,purchase_count,purchase_rate
P00036,LG Smartphone Elite 8GB,Electronics,LG,128310.0,3.4,Experience cutting-edge technology with LG Smartphone Elite 8GB. Features latest innovations from LG. This premium product offers great value for money.,3,18,35,11.762212283483509,0.9820012120046786,0.5428571428571427,12,12,3.5,2.0,0.16665277893508876
P00037,Nestle Pro Rice 256kg,Grocery,Nestle,580.0,3.6,Nestle Pro Rice 256kg - Goodness in every bite. Premium selection from Nestle. This budget-friendly product offers great value for money.,4,27,36,6.364750756851911,0.3455734365034043,0.5999999999999999,11,11,0.0,1.0,0.0909008271975275
P00038,Learn Eco in 30 Days,Books,Scholastic,1060.0,3.1,Expand your horizons with Learn Eco in 30 Days. Available from Scholastic publications. This mid-range product offers great value for money.,1,44,37,6.966967138613983,0.4165822302343432,0.45714285714285713,7,7,0.0,1.0,0.142836737608913
P00039,Adidas Essential Jeans,Clothing,Adidas,1870.0,3.1,Step out in style with Adidas Essential Jeans. Made with premium quality fabric by Adidas. This mid-range product offers great value for money.,2,0,38,7.534228326274089,0.4834693722749897,0.45714285714285713,10,11,0.0,1.0,0.0909008271975275
P00040,Haldirams Plus Flour 750kg,Grocery,Haldirams,30.0,3.3,Healthy living starts with Haldirams Plus Flour 750kg. Fresh quality from Haldirams. This budget-friendly product offers great value for money.,4,12,39,3.4339872044851463,0.0,0.5142857142857142,11,11,3.7,1.0,0.0909008271975275
P00041,LOreal Advanced Makeup Kit,Beauty,LOreal,2990.0,3.778456014362657,Enhance your beauty routine with LOreal Advanced Makeup Kit by LOreal. Dermatologically tested. This mid-range product offers great value for money.,0,19,40,8.003363058629947,0.538786186049474,0.6509874326750449,10,10,3.7,1.0,0.09999000099990002
P00042,LOreal Deluxe Makeup Kit,Beauty,LOreal,2500.0,2.9,Enhance your beauty routine with LOreal Deluxe Makeup Kit by LOreal. Dermatologically tested. This mid-range product offers great value for money.,0,19,41,7.824445930877619,0.5176896337067374,0.39999999999999997,11,11,4.0,1.0,0.0909008271975275
P00043,Reebok Silver Cycling Helmet,Sports,Reebok,2410.0,4.6,Elevate your game with Reebok Silver Cycling Helmet by Reebok. Professional grade quality. This mid-range product offers great value for money.,6,42,42,7.787796878181171,0.5133682550425738,0.8857142857142855,7,7,0.0,0.0,0.0
P00044,Plus Self Help Guide,Books,HarperCollins,420.0,4.5,Expand your horizons with Plus Self Help Guide. Available from HarperCollins publications. This budget-friendly product offers great value for money.,1,13,43,6.042632833682381,0.30759173116278066,0.857142857142857,13,13,3.8,2.0,0.15383432043688947
P00045,History of Ultra Civilizations,Books,Penguin,470.0,3.5,Dive into History of Ultra Civilizations. An enriching read published by Penguin. This budget-friendly product offers great value for money.,1,35,44,6.154858094016418,0.3208244837145187,0.5714285714285714,18,18,4.3,2.0,0.1111049386145214
P00046,Haldirams Classic Honey 8g,Grocery,Haldirams,990.0,3.8,Haldirams Classic Honey 8g - Goodness in every bite. Premium selection from Haldirams. This budget-friendly product offers great value for money.,4,12,45,6.898714534329988,0.4085344001752858,0.657142857142857,5,5,0.0,0.0,0.0
P00047,OnePlus Tablet Eco 128GB,Electronics,OnePlus,12860.0,4.0,Experience cutting-edge technology with OnePlus Tablet Eco 128GB. Features latest innovations from OnePlus. This premium product offers great value for money.,3,30,46,9.461954755266087,0.7107722695582686,0.7142857142857142,7,7,3.4,2.0,0.285673475217826
P00048,OnePlus Camera Eco 750MP,Electronics,OnePlus,13750.0,4.3,Experience cutting-edge technology with OnePlus Camera Eco 750MP. Features latest innovations from OnePlus. This premium product offers great value for money.,3,30,47,9.528866827722945,0.7186620342592824,0.7999999999999998,7,7,0.0,1.0,0.142836737608913
P00049,Fisher-Price Pro Art Set,Toys,Fisher-Price,210.0,3.7985197368421053,Spark imagination with Fisher-Price Pro Art Set from Fisher-Price. Safe and educational. This budget-friendly product offers great value for money.,7,9,48,5.351858133476067,0.22614081138212144,0.6567199248120299,9,9,0.0,0.0,0.0
P00050,Hasbro Basic Educational Kit,Toys,Hasbro,1660.0,4.4,Create happy memories with Hasbro Basic Educational Kit. Trusted toy from Hasbro. This mid-range product offers great value for money.,7,14,49,7.415175109613295,0.4694315188374339,0.8285714285714285,13,13,4.4,1.0,0.07691716021844473
P00051,Lakme Neo Makeup Kit,Beauty,Lakme,950.0,3.9,Discover the magic of Lakme Neo Makeup Kit. Trusted skincare from Lakme. This budget-friendly product offers great value for money.,0,20,50,6.85751406254539,0.4036763526508899,0.6857142857142855,17,17,3.9,2.0,0.1176401388153638
P00052,Decathlon Lite Dumbbell Set 8kg,Sports,Decathlon,390.0,3.2,Decathlon Lite Dumbbell Set 8kg - Engineered for athletes. Durable and high-performance. This budget-friendly product offers great value for money.,6,7,51,5.968707559985366,0.29887502289905804,0.4857142857142857,9,9,0.0,0.0,0.0
P00053,Fisher-Price Classic Building Blocks Set,Toys,Fisher-Price,350.0,3.9,Fisher-Price Classic Building Blocks Set - Fun for all ages. Quality entertainment by Fisher-Price. This budget-friendly product offers great value for money.,7,9,52,5.860786223465865,0.28614975643975377,0.6857142857142855,10,10,4.2,2.0,0.19998000199980004
P00054,The Body Shop Gold Makeup Kit,Beauty,The Body Shop,170.0,3.2,Discover the magic of The Body Shop Gold Makeup Kit. Trusted skincare from The Body Shop. This budget-friendly product offers great value for money.,0,47,53,5.14166355650266,0.20135625916520167,0.4857142857142857,9,9,0.0,0.0,0.0
P00055,Maybelline Gold Face Wash,Beauty,Maybelline,780.0,3.8,Enhance your beauty routine with Maybelline Gold Face Wash by Maybelline. Dermatologically tested. This budget-friendly product offers great value for money.,0,25,54,6.660575149839686,0.38045480794797654,0.657142857142857,10,10,0.0,0.0,0.0
P00056,Prestige Essential Washing Machine 16kg,Home & Kitchen,Prestige,53590.0,3.5,Transform your kitchen with Prestige Essential Washing Machine 16kg. Reliable performance by Prestige. This premium product offers great value for money.,5,39,55,10.889136422512594,0.8790547203437469,0.5714285714285714,12,12,0.0,0.0,0.0
P00057,LOreal Eco Serum,Beauty,LOreal,330.0,3.9,Discover the magic of LOreal Eco Serum. Trusted skincare from LOreal. This budget-friendly product offers great value for money.,0,19,56,5.802118375377063,0.279232088223246,0.6857142857142855,7,7,0.0,1.0,0.142836737608913
P00058,LOreal Essential Sunscreen SPF55,Beauty,LOreal,1590.0,4.0,Discover the magic of LOreal Essential Sunscreen SPF55. Trusted skincare from LOreal. This mid-range product offers great value for money.,0,19,57,7.372118028337787,0.4643545539863568,0.7142857142857142,14,14,0.0,0.0,0.0
P00059,Apple Tablet Smart 128GB,Electronics,Apple,15420.0,4.7,Experience cutting-edge technology with Apple Tablet Smart 128GB. Features latest innovations from Apple. This premium product offers great value for money.,3,2,58,9.643485495857657,0.7321769993279483,0.9142857142857141,7,7,3.3,2.0,0.285673475217826
P00060,Amul Gold Tea 8g,Grocery,Amul,1670.0,4.2,Amul Gold Tea 8g - Goodness in every bite. Premium selection from Amul. This mid-range product offers great value for money.,4,1,59,7.421177528595393,0.47013927861331267,0.7714285714285714,15,15,0.0,0.0,0.0
P00061,Xiaomi Power Bank 64mAh,Electronics,Xiaomi,5890.0,4.1,Xiaomi Power Bank 64mAh - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,50,60,8.681181041521688,0.6187093478762087,0.7428571428571427,9,9,0.0,0.0,0.0
P00062,Apple Tablet Basic 256GB,Electronics,Apple,16080.0,2.7,Experience cutting-edge technology with Apple Tablet Basic 256GB. Features latest innovations from Apple. This premium product offers great value for money.,3,2,61,9.685393729854024,0.7371185008108017,0.3428571428571429,7,7,0.0,0.0,0.0
P00063,Nestle Essential Rice 128kg,Grocery,Nestle,320.0,4.5,Nestle Essential Rice 128kg - Goodness in every bite. Premium selection from Nestle. This budget-friendly product offers great value for money.,4,27,62,5.771441123130016,0.27561485902953203,0.857142857142857,10,10,3.2,1.0,0.09999000099990002
P00064,Philips Ultra Microwave Oven,Home & Kitchen,Philips,1630.0,3.6,Bring home Philips Ultra Microwave Oven by Philips. Built for modern households. This mid-range product offers great value for money.,5,37,63,7.396948602621014,0.4672823872052729,0.5999999999999999,12,12,0.0,0.0,0.0
P00065,"LG Laptop Pro Series 32""",Electronics,LG,40610.0,3.7734939759036146,"Upgrade your tech life with LG Laptop Pro Series 32"" by LG. Engineered for excellence. This premium product offers great value for money.",3,18,64,10.611794244853895,0.8463526317213277,0.6495697074010327,11,11,2.85,3.0,0.2727024815925825
P00066,MTR Pro Flour 1000kg,Grocery,MTR,1400.0,5.0,Healthy living starts with MTR Pro Flour 1000kg. Fresh quality from MTR. This mid-range product offers great value for money.,4,23,65,7.244941546337007,0.4493588666365767,0.9999999999999998,11,11,4.2,3.0,0.2727024815925825
P00067,Essential Science Fiction Novel,Books,Penguin,140.0,3.4,Expand your horizons with Essential Science Fiction Novel. Available from Penguin publications. This budget-friendly product offers great value for money.,1,35,66,4.948759890378168,0.17861052017069562,0.5428571428571427,10,10,0.0,0.0,0.0
P00068,Yonex Plus Running Shoes,Sports,Yonex,15750.0,4.8,Elevate your game with Yonex Plus Running Shoes by Yonex. Professional grade quality. This premium product offers great value for money.,6,51,67,9.664659134301736,0.7346736343753208,0.9428571428571426,10,10,0.0,1.0,0.09999000099990002
P00069,Peter England Deluxe Jeans,Clothing,Peter England,6710.0,4.0,Step out in style with Peter England Deluxe Jeans. Made with premium quality fabric by Peter England. This premium product offers great value for money.,2,36,68,8.811503250158239,0.6340759554808644,0.7142857142857142,8,8,0.0,1.0,0.1249843769528809
P00070,Stories of Neo Adventures,Books,Scholastic,230.0,4.2,Stories of Neo Adventures - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,1,44,69,5.442417710521793,0.23681891068587252,0.7714285714285714,13,13,4.8,1.0,0.07691716021844473
P00071,Van Heusen Ultra Dress,Clothing,Van Heusen,420.0,3.8,Van Heusen Ultra Dress - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,2,48,70,6.042632833682381,0.30759173116278066,0.657142857142857,7,8,2.2,1.0,0.1249843769528809
P00072,Puma Neo Tennis Racket,Sports,Puma,5400.0,3.2,Puma Neo Tennis Racket - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,6,40,71,8.594339400592892,0.608469639434658,0.4857142857142857,11,11,0.0,0.0,0.0
P00073,Sony Smartwatch Pro Edition,Electronics,Sony,5330.0,4.3,Experience cutting-edge technology with Sony Smartwatch Pro Edition. Features latest innovations from Sony. This premium product offers great value for money.,3,45,72,8.581294116822761,0.6069314383952171,0.7999999999999998,4,4,0.0,0.0,0.0
P00074,Apple Camera Lite 256MP,Electronics,Apple,1200.0,4.0,Upgrade your tech life with Apple Camera Lite 256MP by Apple. Engineered for excellence. This mid-range product offers great value for money.,3,2,73,7.0909098220799835,0.4311966125580931,0.7142857142857142,15,15,0.0,1.0,0.06666222251849876
P00075,Adidas Pro Tennis Racket,Sports,Adidas,4240.0,4.0,Train like a pro with Adidas Pro Tennis Racket. Premium sports gear from Adidas. This mid-range product offers great value for money.,6,0,74,8.352554369474591,0.5799601801740641,0.7142857142857142,15,15,0.0,1.0,0.06666222251849876
P00076,IFB Elite Air Fryer,Home & Kitchen,IFB,2920.0,3.9,Bring home IFB Elite Air Fryer by IFB. Built for modern households. This mid-range product offers great value for money.,5,17,75,7.979681302387741,0.5359938127512438,0.6857142857142855,7,7,4.4,1.0,0.142836737608913
P00077,Hot Wheels Deluxe Remote Control Car,Toys,Hot Wheels,3170.0,3.7,Create happy memories with Hot Wheels Deluxe Remote Control Car. Trusted toy from Hot Wheels. This mid-range product offers great value for money.,7,16,76,8.061802274538348,0.5456768956912401,0.6285714285714286,12,13,0.0,0.0,0.0
P00078,Haldirams Deluxe Cereal 750g,Grocery,Haldirams,1380.0,4.3,Haldirams Deluxe Cereal 750g - Goodness in every bite. Premium selection from Haldirams. This mid-range product offers great value for money.,4,12,77,7.2305631534092925,0.44766347546405655,0.7999999999999998,12,12,0.0,0.0,0.0
P00079,Maybelline Advanced Serum,Beauty,Maybelline,2050.0,4.2,Maybelline Advanced Serum - Your secret to radiant skin. Premium formulation by Maybelline. This mid-range product offers great value for money.,0,25,78,7.62608275807238,0.494300151042171,0.7714285714285714,4,4,0.0,0.0,0.0
P00080,The Art of Gold Living,Books,Scholastic,760.0,4.4,Expand your horizons with The Art of Gold Living. Available from Scholastic publications. This budget-friendly product offers great value for money.,1,44,79,6.634633357861686,0.37739594835636786,0.8285714285714285,9,9,0.0,0.0,0.0
P00081,Levis Royal Polo Shirt,Clothing,Levis,3820.0,3.7,Step out in style with Levis Royal Polo Shirt. Made with premium quality fabric by Levis. This mid-range product offers great value for money.,2,22,80,8.2482674474469,0.5676634563396326,0.6285714285714286,15,15,3.25,2.0,0.13332444503699753
P00082,Yonex Elite Swimming Goggles,Sports,Yonex,1360.0,3.6,Train like a pro with Yonex Elite Swimming Goggles. Premium sports gear from Yonex. This mid-range product offers great value for money.,6,51,81,7.215975002651466,0.4459433512372008,0.5999999999999999,8,8,0.0,0.0,0.0
P00083,MTR Gold Cooking Oil 500L,Grocery,MTR,290.0,3.5,Pure and natural MTR Gold Cooking Oil 500L by MTR. Quality you can trust. This budget-friendly product offers great value for money.,4,23,82,5.673323267171493,0.2640455447330747,0.5714285714285714,7,7,4.8,2.0,0.285673475217826
P00084,Philips Ultra Water Purifier,Home & Kitchen,Philips,1990.0,3.9,Philips Ultra Water Purifier - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,5,37,83,7.596392304064196,0.490799277621431,0.6857142857142855,11,11,3.3,1.0,0.0909008271975275
P00085,LOreal Classic Hair Oil 16ml,Beauty,LOreal,270.0,2.7,LOreal Classic Hair Oil 16ml - Your secret to radiant skin. Premium formulation by LOreal. This budget-friendly product offers great value for money.,0,19,84,5.602118820879701,0.25564965582572646,0.3428571428571429,5,5,0.0,0.0,0.0
P00086,Hot Wheels Silver Board Game,Toys,Hot Wheels,4320.0,5.0,Spark imagination with Hot Wheels Silver Board Game from Hot Wheels. Safe and educational. This mid-range product offers great value for money.,7,16,85,8.371242135931933,0.5821637000281381,0.9999999999999998,7,7,0.0,1.0,0.142836737608913
P00087,LG Max Mixer Grinder,Home & Kitchen,LG,1040.0,3.4,LG Max Mixer Grinder - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,5,18,86,6.947937068614969,0.41433834853970813,0.5428571428571427,8,8,4.8,1.0,0.1249843769528809
P00088,The Body Shop Silver Makeup Kit,Beauty,The Body Shop,470.0,4.7,Enhance your beauty routine with The Body Shop Silver Makeup Kit by The Body Shop. Dermatologically tested. This budget-friendly product offers great value for money.,0,47,87,6.154858094016418,0.3208244837145187,0.9142857142857141,9,9,3.4,3.0,0.33329630041106545
P00089,Prestige Premium Water Purifier,Home & Kitchen,Prestige,23700.0,3.5,Transform your kitchen with Prestige Premium Water Purifier. Reliable performance by Prestige. This premium product offers great value for money.,5,39,88,10.073272520325904,0.7828542294614143,0.5714285714285714,8,8,4.0,2.0,0.2499687539057618
P00090,Puma Deluxe Formal Shirt,Clothing,Puma,720.0,2.8,Puma Deluxe Formal Shirt - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,2,40,89,6.580639137284949,0.3710293588916676,0.3714285714285714,16,16,3.5,3.0,0.18748828198237608
P00091,Adidas Basic Tennis Racket,Sports,Adidas,23620.0,4.2,Train like a pro with Adidas Basic Tennis Racket. Premium sports gear from Adidas. This premium product offers great value for money.,6,0,90,10.069891425857708,0.7824555564147355,0.7714285714285714,14,14,0.0,1.0,0.07142346975216056
P00092,Lakme Smart Hair Oil 50ml,Beauty,Lakme,4230.0,3.778456014362657,Discover the magic of Lakme Smart Hair Oil 50ml. Trusted skincare from Lakme. This mid-range product offers great value for money.,0,20,91,8.350193650720067,0.5796818221018274,0.6509874326750449,10,10,0.0,0.0,0.0
P00093,Nike Neo Jeans,Clothing,Nike,6890.0,4.2,Nike Neo Jeans - Comfort meets fashion. Perfect for any occasion. This premium product offers great value for money.,2,28,92,8.837971491357209,0.6371968899765668,0.7714285714285714,12,12,0.0,0.0,0.0
P00094,Haldirams Advanced Spices Combo,Grocery,Haldirams,610.0,5.0,Healthy living starts with Haldirams Advanced Spices Combo. Fresh quality from Haldirams. This budget-friendly product offers great value for money.,4,12,93,6.415096959171596,0.35150987929028793,0.9999999999999998,10,10,0.0,0.0,0.0
P00095,Bajaj Deluxe Electric Kettle,Home & Kitchen,Bajaj,35230.0,4.6,Transform your kitchen with Bajaj Deluxe Electric Kettle. Reliable performance by Bajaj. This premium product offers great value for money.,5,3,94,10.469681655831673,0.8295957917779806,0.8857142857142855,9,9,5.0,1.0,0.11109876680368849
P00096,Xiaomi Power Bank 256mAh,Electronics,Xiaomi,28680.0,3.2,Xiaomi Power Bank 256mAh - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,3,50,95,10.263990161609186,0.805342208966572,0.4857142857142857,7,7,0.0,0.0,0.0
P00097,Havells Plus Air Fryer,Home & Kitchen,Havells,3210.0,4.3,Havells Plus Air Fryer - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,5,15,96,8.074337694089515,0.5471549774043865,0.7999999999999998,13,13,0.0,1.0,0.07691716021844473
P00098,Nike Deluxe Cycling Helmet,Sports,Nike,410.0,1.6,Train like a pro with Nike Deluxe Cycling Helmet. Premium sports gear from Nike. This budget-friendly product offers great value for money.,6,28,97,6.018593214496234,0.30475716137714187,0.02857142857142858,13,13,3.7,1.0,0.07691716021844473
P00099,Mattel Eco Doll House,Toys,Mattel,9880.0,4.1,Spark imagination with Mattel Eco Doll House from Mattel. Safe and educational. This premium product offers great value for money.,7,24,98,9.198369000194964,0.6796922340775102,0.7428571428571427,8,8,0.0,0.0,0.0
